Quantity Sold (units),Product Category,Month,Average Temperature (¡C),Monthly Precipitation (mm),Route (ID),Route Distance (km),Average Transit Time (hrs),Cost per Kilometer ($),Traffic Conditions
514,Fresh,1,19.36,97.71,6,38.88,4.43,10.67,Low
553,Refrigerated,1,15.65,25.07,8,47.45,4.82,14.08,Moderate
453,Refrigerated,1,31.58,48.64,7,35.87,3.72,9.71,Low
538,Refrigerated,1,29.78,71.38,2,13.5,1.7,8.11,Low
566,Fresh,1,24.94,49.43,5,36.81,2.41,13.79,Low
512,Refrigerated,1,34.32,41.6,10,38.16,1.38,10.78,High
549,Refrigerated,1,22.99,62.13,5,21.04,4.98,11.28,Low
589,Fresh,1,17.84,96.01,3,29.79,3.92,9.17,Low
499,Fresh,1,27.18,44.74,4,6.82,1.69,13.62,High
469,Refrigerated,1,29,11.89,5,28.92,3.13,11.04,High
575,Fresh,1,22.17,7.37,10,23.64,2.83,10.5,Moderate
512,Refrigerated,1,22.19,25.54,7,25.49,2.19,8.75,Moderate
548,Refrigerated,1,19.72,21.45,4,18.7,1.61,12.1,Moderate
547,Refrigerated,1,23.07,65.54,9,5.68,1.43,14.31,Moderate
522,Fresh,1,24.1,77.27,4,35.2,2.49,12.64,Moderate
477,Fresh,1,34.02,35.27,10,24.27,2.07,9.03,Moderate
595,Fresh,1,34.21,7.08,5,29.22,3.02,9.65,Moderate
464,Fresh,1,32.76,52.63,9,46.82,3.05,10.18,Moderate
457,Refrigerated,1,17.51,5.93,6,44.14,3.98,12.21,Low
583,Refrigerated,1,29.6,90.62,9,20.78,2.69,14.17,Low
521,Fresh,1,16.02,62.04,1,34.92,1.38,8.34,Moderate
565,Fresh,1,31.08,36.22,5,20.1,1.48,14.04,Moderate
510,Fresh,1,27.73,35.5,2,24.2,3.08,13.29,Low
486,Fresh,1,34.64,87.75,7,32.1,1.42,8.19,Low
560,Refrigerated,1,27.92,89.59,1,47.17,4.75,11.86,Low
466,Refrigerated,1,32.56,39.44,1,7.36,1.64,14.98,Moderate
556,Fresh,1,24.27,80.98,5,38.34,2.14,11.39,High
523,Refrigerated,1,31.75,74.14,1,47.66,2.58,9.28,Low
549,Refrigerated,1,23.07,25.56,3,31.82,3.36,9.59,High
499,Fresh,1,26.51,3.53,3,10.98,4.81,9.72,Moderate
583,Fresh,1,27.9,72.5,1,23.69,4.05,11.73,Moderate
530,Fresh,1,19,24.05,3,15.64,2.29,8.21,Moderate
485,Refrigerated,1,23.83,46.37,5,15.16,3.64,11.29,Low
533,Fresh,1,34.02,53.34,3,23.52,4.25,11.04,Moderate
596,Refrigerated,1,26.59,84.38,7,18.82,2.58,10.85,Moderate
493,Refrigerated,1,24.08,84.45,4,43.11,1.35,8.43,Moderate
527,Fresh,1,17.1,64.05,7,41.54,1.24,13.48,Low
563,Fresh,1,16.21,75.15,7,40.44,1.41,10.3,Low
455,Refrigerated,1,17.15,65.72,6,40.49,3.33,13.81,Low
497,Fresh,1,27.37,30.3,6,19.74,1.07,11.74,Low
551,Fresh,1,34.46,73.06,10,5.43,4.02,13.74,Moderate
491,Fresh,1,23.97,92.56,1,16.34,1.95,8.36,High
511,Fresh,1,31,74.57,7,13.62,4.87,11.11,Moderate
576,Fresh,1,29.09,8.37,8,44.1,4.65,11.27,High
533,Fresh,1,21.56,38.63,5,42.96,2.44,11.84,Moderate
532,Refrigerated,1,20.87,71.79,9,21.55,3.17,14.14,Moderate
572,Fresh,1,30.26,96.94,8,41.8,4.56,11.62,Low
454,Fresh,1,18.33,57.9,6,28.63,1.57,10.39,Moderate
459,Fresh,1,24.52,61.42,1,10.26,1.23,11.13,Moderate
500,Fresh,1,23.27,83.96,8,28.83,1.83,11.98,High
549,Refrigerated,1,29.27,13.34,10,22.21,2.7,14.77,Moderate
524,Fresh,1,28.62,39.13,4,11.75,3.41,10.86,Moderate
468,Fresh,1,15.02,21.98,10,32.45,4.86,9.33,High
468,Fresh,1,32.52,37.03,2,23.02,3.95,11.43,Moderate
451,Refrigerated,1,29.53,55.79,1,13.79,1.67,13.42,Moderate
467,Fresh,1,20.07,25.88,2,34.59,1.63,8.95,Low
567,Fresh,1,15.47,88.31,10,28.57,3.02,14.5,Moderate
464,Refrigerated,1,23.61,42.21,6,48.52,1.26,8.59,Moderate
487,Fresh,1,20.35,36.85,4,9.32,1.92,12.81,Low
488,Refrigerated,1,24.21,20.58,6,26.05,2.3,8.04,Moderate
496,Refrigerated,1,24.13,2.74,6,23.64,4.8,11.86,Low
551,Refrigerated,1,23.86,96.92,3,8.64,2.56,12.28,Moderate
553,Fresh,1,21.55,9.16,10,40.03,1.08,12.56,Low
476,Refrigerated,1,16.87,87.19,5,29.58,1.77,11.13,Moderate
471,Refrigerated,1,19.2,73.54,2,35.42,3.91,11.11,High
598,Fresh,1,15.11,92.2,10,39.94,4.71,13.28,Moderate
485,Refrigerated,1,26.46,11.27,10,37.44,3.88,11.28,Moderate
553,Refrigerated,1,16.39,89.74,10,15.58,4.16,9.45,Moderate
560,Refrigerated,1,31.44,10.81,1,44.26,2.65,13,Low
517,Fresh,1,25.97,10.53,8,16.71,3.68,10.36,Moderate
478,Refrigerated,1,18.91,12.51,1,33.89,3.83,12.81,High
526,Fresh,1,33.21,74.59,2,35.17,1.99,10.08,Moderate
511,Fresh,1,26.4,23.49,2,9.79,3.68,8.56,High
459,Fresh,1,22.59,53.48,9,43.32,4.2,12.96,Low
453,Fresh,1,19.12,13.03,10,31.24,2.14,10.98,High
586,Fresh,1,18.48,93.51,1,19.86,4.08,10.74,Low
526,Refrigerated,1,31.72,67.8,3,38.42,3.48,14.62,High
477,Refrigerated,1,29.82,11.84,4,47.58,4.3,13.82,Moderate
529,Refrigerated,1,19.32,64.5,5,22.53,4.05,11.32,Low
459,Refrigerated,1,28.89,95.71,8,48.82,3.8,8.63,High
515,Fresh,1,23.75,97.28,5,18.76,3.04,9.94,High
481,Fresh,1,33.23,93.25,10,25.14,2.11,9.58,High
561,Fresh,1,34.86,13.4,7,48.13,4.11,10.27,Moderate
491,Refrigerated,1,19.47,77.66,10,12.45,4.52,9.44,Low
516,Fresh,1,27.32,11.93,10,39.2,4.45,14.35,High
531,Refrigerated,1,30.49,43.9,8,7.73,1.17,8.74,Moderate
558,Refrigerated,1,31.89,78.51,10,18.19,2.93,12.96,Moderate
526,Fresh,1,23.27,79.68,7,49.76,4.02,8.01,Low
466,Fresh,1,28.91,99.08,5,25.99,2.65,9.99,Moderate
580,Refrigerated,1,29.85,52.45,3,22.38,1.03,9.21,Low
459,Fresh,1,24.63,31.05,10,6.58,2,8.3,Low
459,Fresh,1,27.34,47.49,3,25.35,1.46,11.94,Low
572,Refrigerated,1,30.11,9.17,8,37.56,2.56,9.03,High
568,Fresh,1,29.86,97.35,5,47.18,2.55,11.68,Low
489,Refrigerated,1,16.53,10.44,4,38.34,2.82,12.26,Low
554,Refrigerated,1,27.48,9.86,9,12.38,3.73,11.77,Moderate
592,Fresh,1,20.09,54.22,3,40.76,1.68,10.2,Moderate
486,Refrigerated,1,24.08,68.8,4,38.93,1.31,14.99,Moderate
594,Fresh,1,22.01,67.48,2,28.93,3.95,9.43,Moderate
503,Fresh,1,17.22,90.5,3,37.21,3.87,10.24,Low
532,Fresh,1,17.96,13.95,2,33.27,2.94,11.95,Low
463,Refrigerated,1,33.72,64.01,3,22.82,3.01,10.11,Low
523,Fresh,1,15.71,59.14,3,6.7,1.32,8.2,Low
531,Fresh,1,22.21,46.76,1,7.49,2.52,8.77,High
568,Fresh,1,30.85,98.23,8,6.6,2.02,11.55,Low
504,Fresh,1,18.17,55.28,8,46.94,1.04,13.99,Moderate
542,Fresh,1,23.58,14.33,5,29.07,2.51,11.59,Low
458,Refrigerated,1,27.05,95.41,2,24.63,1.99,12.17,Low
464,Fresh,1,16.09,97.56,2,28.46,3.92,10.38,High
565,Fresh,1,32.44,14.48,5,23.35,2.04,13.04,Low
512,Refrigerated,1,20.99,1.59,10,9.07,4.51,9.17,Moderate
455,Fresh,1,25.62,57.78,3,20.53,2.98,9.71,Low
581,Fresh,1,29.89,49.1,4,28.87,1.87,12.97,Low
565,Refrigerated,1,31.82,73.49,2,20.48,3.06,13.7,Low
454,Fresh,1,15.74,23.66,4,33.67,3.11,9.39,Low
471,Refrigerated,1,25,47.62,5,47.56,2.98,14.39,High
513,Fresh,1,27.79,45.81,9,28.87,4.77,12.24,Low
451,Refrigerated,1,17.91,74.87,8,31.95,1.61,10.06,Low
560,Refrigerated,1,22.66,29.71,8,13.02,3.59,11.52,Low
535,Refrigerated,1,21.01,37.8,2,47.51,1.55,8.95,Low
521,Fresh,1,22.3,47.43,8,27.58,3.49,14.37,Moderate
490,Fresh,1,31.61,32.72,9,34.98,3.33,12.73,Low
523,Refrigerated,1,27.32,17.5,9,21.95,2.59,8.37,Moderate
486,Fresh,1,22.79,11.45,5,22.26,3.81,13.45,High
567,Fresh,1,21.27,80.13,7,38.55,1.28,12.57,High
596,Refrigerated,1,21.24,37.59,2,39.68,1.52,9.04,Low
583,Fresh,1,30.37,12.3,1,45.08,1.51,10.6,Moderate
480,Fresh,1,27.46,60.34,7,42.71,4.8,9.22,High
585,Fresh,1,31.88,84.54,8,15.35,1.44,13.52,Low
588,Refrigerated,1,21.76,53.47,7,10.09,2.22,11.92,Moderate
563,Refrigerated,1,21.81,78.71,6,38.05,2.01,9.35,High
493,Fresh,1,27.32,4.1,9,33.24,3.22,8.78,Moderate
515,Fresh,1,34.56,53.38,2,35.11,4.83,14.25,Low
572,Fresh,1,21.7,67.7,10,14.05,2.52,9.14,Moderate
590,Refrigerated,1,25.87,78.19,8,31.35,3.65,11.71,Moderate
458,Fresh,1,29.92,13.65,2,44.27,1.97,8.01,Low
455,Fresh,1,26.39,35.75,5,22.64,2.35,10.8,Moderate
484,Fresh,1,24.26,51.2,2,10.02,1.44,9.07,Moderate
509,Fresh,1,20.09,16.87,10,12.75,1.87,8.34,Moderate
582,Refrigerated,1,20.41,50.78,6,43.42,4.36,10.42,High
563,Fresh,1,33.6,60.79,8,29.52,2.25,12.92,Low
479,Fresh,1,23.4,4.06,9,36.6,4.46,14.67,High
591,Fresh,1,25.33,5.72,10,33.73,3.54,10.98,Moderate
540,Fresh,1,30.27,68.94,9,41.36,2.91,11.88,Moderate
470,Fresh,1,28.08,5.47,10,38.74,2.47,13.67,High
539,Refrigerated,1,25.35,85.38,1,29.73,1.49,13.52,Low
504,Fresh,1,24.44,40.32,7,29.89,1.3,10.16,Moderate
579,Fresh,1,22.07,39.44,10,18.72,4.56,13.98,Moderate
544,Fresh,1,18.02,9.18,7,16.83,1.51,12.42,Low
571,Refrigerated,1,29.71,53.83,3,38.7,3.49,13.12,High
508,Fresh,1,24.34,23.28,9,43.6,3.43,11.7,Moderate
551,Fresh,1,24.1,19.59,4,42.01,1.6,12.85,High
490,Fresh,1,15.45,75.58,5,43.01,1.85,8.4,Low
517,Fresh,1,26.12,65.71,5,37.45,4.3,11.37,High
498,Fresh,1,32.16,96.79,9,18.73,2.51,14.45,High
542,Refrigerated,1,32.45,90.76,2,23.51,4.53,14.94,Low
535,Fresh,1,16.12,69.2,9,11.18,2.11,8.18,Low
519,Refrigerated,1,29.42,67.06,1,10.58,4.51,10.15,Moderate
456,Fresh,1,16.5,92.41,7,39.8,1.62,14.85,Low
590,Fresh,1,16.47,48.77,6,10.35,2.38,12.47,Moderate
546,Refrigerated,1,29.5,43.76,8,37.35,2.69,13.1,Moderate
474,Fresh,1,18.53,19.9,4,39.73,2.37,13.27,Low
504,Refrigerated,1,34.95,2.18,1,43.2,2.01,14.82,Low
567,Fresh,1,28.68,77.25,2,23.25,3.04,13.93,Low
579,Refrigerated,1,30.1,14.33,5,19.7,1.67,11.52,High
451,Refrigerated,1,30.28,42.43,9,44.44,1.69,8.27,Moderate
466,Fresh,1,17.42,78.84,10,8.19,2.16,12.26,Low
537,Refrigerated,1,23.35,9.17,1,18.51,2.36,8.72,High
512,Fresh,2,26.07,81.41,6,44.61,3.88,9.77,High
558,Fresh,2,17.92,45.77,4,33.09,1.36,8.19,Low
596,Refrigerated,2,29.02,64.9,1,34.5,3.49,13.99,Moderate
599,Fresh,2,31.73,97.87,9,33.24,3.91,8.86,Low
451,Fresh,2,27.89,97.83,9,23.46,2.63,12.8,High
481,Refrigerated,2,28.98,77.19,7,29.12,1.09,9.35,Low
572,Refrigerated,2,32.89,50.5,4,36.88,1.09,14.48,Low
558,Refrigerated,2,27.84,12.68,2,8.31,1.31,12.26,Low
459,Refrigerated,2,22.05,93.05,5,28.95,2.74,11.37,Moderate
452,Fresh,2,30.97,92.26,3,17.35,2.65,9.29,High
511,Fresh,2,33.23,63.06,1,49.37,3.63,13.17,High
542,Refrigerated,2,22.26,93.62,10,24.04,2.33,14.66,High
549,Fresh,2,21.37,36.38,7,44.27,4.94,9.97,Moderate
579,Fresh,2,27.45,45.07,10,48.84,1.66,9.43,Low
591,Fresh,2,17.89,2.11,5,29.56,1.75,8.67,Low
524,Fresh,2,18.72,20.39,9,37.35,4.56,12.13,Moderate
573,Fresh,2,26.34,62.87,9,18.29,1,11.75,High
504,Fresh,2,27.22,25.66,8,11.57,2.84,12.17,High
596,Fresh,2,23.97,10.86,1,7.69,4.16,13.24,Moderate
477,Refrigerated,2,17.27,62.58,3,40.91,1.44,13.56,Moderate
563,Refrigerated,2,32.81,71.07,6,21.22,3.22,13.29,Moderate
507,Fresh,2,29.29,0.89,1,10.86,1.28,14.18,High
545,Fresh,2,29.47,53.68,3,29.97,1.51,8.48,Low
457,Fresh,2,19.81,72.49,1,47.56,2.46,13.16,Low
463,Fresh,2,23.81,67.79,4,11.04,3.75,13.53,Moderate
519,Refrigerated,2,33.7,28.09,10,44.81,2.08,8.92,Moderate
569,Fresh,2,29.34,74.22,10,12.41,2.67,11.2,Low
565,Refrigerated,2,17.53,85.4,6,14.36,4.49,11.68,High
564,Refrigerated,2,26.98,82.76,8,5.37,3.12,8.56,Low
460,Refrigerated,2,28.34,65.07,4,29.88,1.29,10.45,High
535,Fresh,2,29.3,31.84,2,49.57,3.2,14.62,Moderate
571,Fresh,2,28.53,21.19,9,11.66,1.72,11.55,Low
470,Fresh,2,24.47,96.45,10,39.68,1.2,8.7,Moderate
481,Refrigerated,2,24.61,0.87,8,35.21,1.04,9.83,High
457,Fresh,2,29.65,90.61,10,8.28,1.82,11.62,High
475,Refrigerated,2,32,31.74,7,34.28,1.24,13.73,Low
535,Fresh,2,17.16,28.66,4,15.38,1.62,8.86,Low
594,Fresh,2,31.06,9.42,1,45.44,2,8.58,Low
575,Refrigerated,2,28.2,22.49,7,8.62,1.37,9.41,Moderate
479,Fresh,2,16.45,84.72,1,6.61,2.37,10.99,Moderate
458,Fresh,2,33.11,7.6,6,15.44,2.46,10.83,High
463,Fresh,2,17.42,17.52,5,15.75,3.31,9.6,Moderate
551,Refrigerated,2,17.21,17.26,6,34.37,1.15,13.5,Moderate
506,Refrigerated,2,30.38,97.21,4,25.58,3.11,10.42,High
486,Fresh,2,27.61,15.14,4,25.78,2.12,10.65,Moderate
536,Refrigerated,2,21.59,6.11,6,23.66,3.87,11.08,Low
594,Fresh,2,26.74,20.67,9,40.81,1.84,14.64,Low
540,Refrigerated,2,24.25,70.06,6,7.6,3.5,13.66,Low
469,Fresh,2,24.86,23.69,10,22.04,1.52,8.16,Moderate
566,Fresh,2,18.11,18.18,10,17.65,3.59,10,Moderate
511,Fresh,2,27.32,70.62,1,29.09,4.02,10.19,Low
587,Refrigerated,2,18.18,38.11,2,42.37,1.69,10.09,Moderate
556,Refrigerated,2,33.55,80.21,9,42.65,2.91,9.32,Low
494,Fresh,2,31.56,26.81,10,24.77,4.81,10.91,Low
572,Refrigerated,2,16.06,16.87,1,27.78,2.56,10.63,Moderate
515,Refrigerated,2,22.15,4.06,9,16.31,4.8,11.07,High
552,Refrigerated,2,27.66,44.56,8,42.51,3.5,9.77,Low
552,Refrigerated,2,26.56,59.89,8,18.47,3.49,9.28,Low
561,Fresh,2,30.25,74.72,4,12.71,2.65,14.42,Moderate
487,Refrigerated,2,23.77,43.46,3,18.2,2.8,9.3,Low
521,Fresh,2,28.66,51.95,3,29.7,2.3,14.59,Moderate
583,Refrigerated,2,17.62,45.59,2,5.61,4.49,9.86,Moderate
582,Refrigerated,2,18.75,5.99,8,11.16,4.09,9.52,Low
514,Fresh,2,31.6,65.73,9,7.13,1.48,10.95,Moderate
497,Fresh,2,24.74,93.28,5,19.51,1.73,11.58,Moderate
541,Fresh,2,20,36.65,9,10.11,4.3,12.84,Moderate
552,Fresh,2,16.41,14.85,5,7.01,2.11,8.32,Low
472,Fresh,2,24.47,24.44,4,9.87,1.61,11.18,Low
513,Refrigerated,2,19.41,96.18,8,39.21,3.61,10.29,Low
494,Refrigerated,2,15.22,28.36,10,26.79,2.85,12.53,Moderate
510,Fresh,2,32.08,35.34,3,37.15,3.49,11.18,Moderate
521,Refrigerated,2,28.23,25.85,3,17.32,2.26,13.21,Low
470,Fresh,2,26.75,29.66,6,12.52,2.95,9.03,Low
570,Fresh,2,30.88,1.83,9,33.52,3.64,14.3,Moderate
503,Fresh,2,28.56,15.3,6,20.25,4.25,9.32,Low
484,Fresh,2,20.47,28.19,3,21.66,2.88,13.3,Moderate
561,Refrigerated,2,28.09,23.24,9,8.03,2.54,14.67,High
456,Refrigerated,2,19.29,2.34,5,30.98,4.01,9.3,Low
583,Refrigerated,2,31.85,59.37,5,5.38,2.66,13.47,Low
546,Refrigerated,2,23.93,56.09,9,42.01,3.42,9.85,Moderate
592,Refrigerated,2,30.68,93.58,1,38.61,4.34,11.23,Low
514,Fresh,2,33.66,27.03,6,13.12,2.07,14.82,Moderate
482,Refrigerated,2,30.96,45.03,3,10.83,3.9,10.36,Moderate
499,Refrigerated,2,29.76,83.78,5,12.95,4.35,14.13,High
498,Refrigerated,2,27.6,70.23,10,27.79,2.47,10.01,Low
518,Fresh,2,25.68,61.06,6,8.92,2.24,11.16,Moderate
458,Fresh,2,23.01,88.91,6,17.82,1.9,10.27,Low
571,Refrigerated,2,28.11,21.42,6,19.58,4.99,13.15,High
536,Refrigerated,2,27.9,66.32,4,49.86,3.79,12.54,Moderate
584,Refrigerated,2,32.36,53.26,7,17.95,2.31,11.79,Low
593,Refrigerated,2,27.92,34.13,9,46.6,3.06,14.07,Low
489,Refrigerated,2,29.27,20.05,9,16.97,2.89,12.73,Low
589,Refrigerated,2,29.29,30.74,1,17.78,1.39,12.25,High
487,Fresh,2,16.92,57.84,3,47.24,2.85,14.83,High
508,Fresh,2,27.35,35.6,7,6.91,1.91,9.18,Low
536,Fresh,2,32.38,98.8,6,31.42,4.16,9.41,Low
567,Fresh,2,15.47,89.07,10,14.63,4.43,10.32,Moderate
578,Fresh,2,30.94,93.07,8,39.87,1.02,9.09,Moderate
463,Refrigerated,2,22.56,19.83,10,9.33,4.22,14.96,Moderate
461,Refrigerated,2,30.11,56.34,3,42.02,3.44,10.37,Low
465,Refrigerated,2,25.78,66.61,7,30.44,2.4,8.47,Moderate
560,Fresh,2,24.64,31.34,6,20.92,4.26,14.3,Low
506,Fresh,2,19.78,86.62,3,44.63,2.38,13.25,Moderate
532,Refrigerated,2,16.83,65.51,9,10.53,1.47,10.12,Moderate
553,Fresh,2,23.92,44.47,2,19.38,3.08,8.83,Moderate
500,Fresh,2,16.65,1.46,5,28.23,3.77,11.17,High
483,Refrigerated,2,24.82,80.17,9,38.42,4.71,13.5,Moderate
471,Fresh,2,31.38,29.15,9,21.85,1.54,11.44,High
541,Refrigerated,2,34.88,60.97,3,41.29,4.52,14.25,High
461,Refrigerated,2,27.97,7.62,1,32.66,2.45,12.57,High
564,Fresh,2,26.1,61.85,6,14.58,1.15,10.16,High
513,Fresh,2,30.02,68.49,1,27.7,4.66,9.35,Low
550,Fresh,2,21.93,90.46,9,27.92,1.2,14.96,Low
481,Fresh,2,28.67,33.89,10,20.36,2.54,11.99,High
497,Fresh,2,26.23,57.46,10,12.62,2.23,13.36,Moderate
486,Refrigerated,2,34.47,1.6,7,26.15,3.13,11.42,Moderate
532,Fresh,2,30.34,37.31,6,45.19,3.64,8.53,Moderate
519,Fresh,2,15.19,2.96,10,48.57,3.51,10.96,High
582,Fresh,2,21.39,46.76,7,13.69,2.77,9.03,High
585,Fresh,2,18.91,69.79,7,23.97,2.15,8.5,Low
513,Refrigerated,2,20.13,6.43,6,41.14,4.67,12.9,Low
479,Refrigerated,2,32.54,9.37,7,30.91,3.59,9.94,Moderate
560,Fresh,2,27.92,19.82,7,42.47,3,14.38,Low
569,Fresh,2,20.41,75.21,8,29.99,3,10.71,Low
564,Fresh,2,33.65,87.17,2,32.06,2.03,10.53,Low
475,Fresh,2,33.26,61.66,8,39.68,4.75,13.4,Moderate
477,Refrigerated,2,21.04,27.35,5,40.97,4.78,8.45,Low
510,Refrigerated,2,28.53,40.47,4,19.97,1.04,10.41,Moderate
504,Fresh,2,16.17,33.95,4,26.95,1.26,9.1,Moderate
483,Fresh,2,33.93,90.28,10,48.71,4.63,10.27,Low
467,Fresh,2,32.61,8.41,9,25.89,4.44,14.51,High
512,Refrigerated,2,27.52,61.59,5,7.4,2.06,8.14,Low
514,Refrigerated,2,32.9,72.26,7,27.35,2.82,12.08,High
533,Fresh,2,25.14,13.71,7,18,4.41,14.02,Moderate
510,Fresh,2,27.9,99.26,4,31.3,4.85,9.96,Low
466,Refrigerated,2,21.05,99.58,4,9.19,3.14,8.4,Low
474,Fresh,2,33.92,51.72,8,24.11,1.75,13.7,High
505,Refrigerated,2,33.95,66.45,6,28.99,1.73,14.25,Low
509,Fresh,2,28.34,61.33,7,12.7,1.95,9.45,Low
472,Refrigerated,2,30.92,39.6,1,10.8,2.14,8.11,High
481,Fresh,2,16.8,41.07,2,47.47,4.3,10.93,Moderate
451,Refrigerated,2,18.06,99.37,10,31.22,2.72,11.34,Low
542,Refrigerated,2,22.81,84.85,2,15.51,3.57,8.54,Low
591,Refrigerated,2,20.71,3.74,9,40.96,4.58,13.89,Low
488,Refrigerated,2,17.93,36.45,5,17.36,1.71,13.3,Low
554,Refrigerated,2,20.35,83.51,7,33.37,4.1,14.28,Moderate
473,Refrigerated,2,19.21,75.02,3,18.05,2.27,14.42,Moderate
591,Fresh,2,29.83,1.75,8,13.06,3.15,13.97,High
542,Refrigerated,2,26.51,34.52,8,45.49,2.35,9.69,High
520,Fresh,2,32.92,90.29,1,16.01,1.23,10.34,High
536,Refrigerated,2,34.7,26.56,9,26.93,2.6,14.01,Moderate
502,Refrigerated,2,26.28,66.46,3,49.44,1.51,14.5,Moderate
576,Fresh,2,18.42,56.13,7,45.71,1.87,8.63,High
568,Fresh,2,27.47,0.86,5,22.17,3.79,13.18,Moderate
486,Fresh,2,34.62,95.14,3,19.86,4.17,13.82,Low
502,Refrigerated,2,33.41,1.59,10,37.97,1.39,8.95,Moderate
525,Fresh,2,17.4,63.55,7,9.15,1.95,9.06,Moderate
517,Refrigerated,2,27.1,3.93,6,18.01,2.87,14.6,Moderate
586,Refrigerated,2,29.95,96.08,4,47.28,4.13,9.32,Low
493,Refrigerated,2,19.07,58.51,6,26.47,4.48,12.05,Low
578,Refrigerated,2,18.32,93.37,5,30.72,3.94,14.48,Moderate
499,Refrigerated,2,22.53,59.79,1,23.04,4.98,13.54,Moderate
576,Fresh,2,22.28,57.82,10,13.08,2.08,13.99,Moderate
568,Fresh,2,28.53,57.6,5,32.82,1.36,10.58,Low
470,Refrigerated,2,15.1,46.23,1,38.98,4.34,13.42,High
583,Refrigerated,2,18.84,20,10,22.21,2.99,9.5,High
543,Fresh,2,23.29,34.42,2,17.99,2.24,12.09,Low
492,Fresh,2,33.23,28.26,10,34.15,3.73,8.96,Moderate
463,Refrigerated,2,27.5,15.61,5,6.87,1.47,11.97,Moderate
588,Fresh,2,23.61,72.78,10,41.78,4.4,11.95,Moderate
529,Fresh,2,24.61,57.65,10,46.66,2.53,8.72,Low
506,Fresh,2,31.6,13.03,7,37.19,1.73,11.95,Moderate
468,Fresh,2,18.58,6.78,10,44.07,2.53,8.45,Low
538,Refrigerated,2,19.32,65.92,7,43.77,1.63,11.98,Low
567,Fresh,2,27.3,70.51,6,25.81,3.7,10.4,Low
551,Fresh,2,15.6,71.3,9,28.62,2.53,11.13,Low
474,Refrigerated,2,27.92,69.43,8,12.27,2.29,14.97,High
485,Fresh,2,26.32,88.7,4,37.1,3.7,9.32,Low
561,Refrigerated,2,20.9,24.79,6,26.84,3.14,12.68,Low
450,Fresh,2,26.69,39.83,2,6.86,2.66,8.27,Moderate
551,Fresh,2,25.07,16.12,4,16.36,2,10.67,Low
523,Fresh,2,22.53,53.56,7,41.38,1.77,12.11,High
554,Refrigerated,2,20.96,25.4,10,44.06,3.71,10.49,Low
594,Fresh,2,17.47,49.61,10,48.27,3.75,12.4,Moderate
569,Refrigerated,2,19.05,75.75,4,27.7,2.33,9.67,Low
575,Fresh,2,28.29,60.84,9,46.55,4.98,9.93,Moderate
498,Refrigerated,2,19.17,69.01,4,41.72,3.65,11.46,Moderate
511,Fresh,2,32.59,0,9,5.68,2.84,14.02,Moderate
570,Fresh,2,25.07,52.33,7,39.93,4.16,13.94,Moderate
458,Fresh,2,23.6,39.02,2,27.57,4.29,12.18,Moderate
469,Fresh,2,29.31,57.34,1,15.85,1.98,14.55,Low
454,Fresh,2,34.68,91.99,3,20.42,3.23,11.64,Moderate
541,Refrigerated,2,28.02,47.63,1,16.84,3.6,14.64,High
493,Refrigerated,2,33.37,39.14,5,20.64,3.16,12.79,Moderate
491,Fresh,2,15.68,65.06,1,36.53,1.35,11.29,High
469,Refrigerated,2,34.07,63.94,9,32.76,2.51,13.33,Moderate
482,Refrigerated,2,18.92,63.11,7,5.1,3.29,14.24,Moderate
510,Fresh,2,25.97,51.39,5,5.13,2.81,13.53,High
454,Refrigerated,2,28.63,4.2,8,43.78,1.62,9.02,High
585,Refrigerated,2,28.17,64.59,3,30.35,1.38,13.01,Low
483,Fresh,2,33.27,58.5,5,21.56,4.59,8.97,Low
481,Fresh,2,33.13,79.66,8,28.32,2.34,10.35,High
465,Fresh,2,17.58,50.87,6,12.27,1.3,12.87,Moderate
555,Refrigerated,2,34.57,24.95,10,5.32,1.18,12.43,Moderate
599,Fresh,2,16.88,40.12,7,34.9,2.65,10.01,Low
545,Fresh,2,15.18,89.5,2,16.81,2.47,14.25,Moderate
464,Refrigerated,2,15.22,63.88,6,48.72,4.4,13.94,Low
553,Fresh,2,29.82,25,3,38.76,1.05,13.28,Moderate
535,Refrigerated,2,34.22,58.03,5,21.12,3.44,10.57,High
535,Refrigerated,2,26.78,63.02,8,48.73,3.33,9.41,Moderate
580,Fresh,2,32.4,14,9,27.1,3.28,12.42,Moderate
586,Refrigerated,2,16.19,83.2,4,10.83,4.02,8.98,High
566,Refrigerated,2,15.37,61.02,3,41.24,2.19,8.23,Moderate
473,Refrigerated,2,29.54,2.02,4,38.55,3.14,11.92,Low
481,Fresh,2,32.05,5.03,9,13.45,4.16,9.4,Moderate
570,Refrigerated,2,33.31,13.26,3,24.42,3.38,10.23,Moderate
571,Fresh,2,15.82,22.8,2,41.62,3.36,11.09,High
470,Fresh,2,27.63,1.1,5,25.89,3.2,11.31,Moderate
578,Fresh,2,28.05,57.27,10,11.87,1.03,12.06,High
551,Fresh,2,26.74,59.1,9,37.37,4.43,8.3,Moderate
474,Refrigerated,2,26.21,17.96,4,6.3,4.77,12.25,High
475,Fresh,2,30.97,30.59,6,23.45,2.93,10.98,Low
481,Refrigerated,2,19.7,0.93,10,18.06,2.84,10.22,Low
508,Fresh,2,23.83,45.98,3,8.8,2.88,13.29,Low
527,Fresh,2,21.94,97.63,8,5.43,2.79,8.28,Low
